Neuron NPO,Completeness,Missing Nodes,Missing Node Name,Missing Edges,Missing Edge Name,Missing Segments,Missing Segment Name,Rendered Edges,Rendered Edge Name
ilxtr:neuron-type-sdcol-n,complete,,,,,,,,
ilxtr:sparc-nlp/prostate/24,complete,,,,,,,,
ilxtr:sparc-nlp/semves/3,complete,,,,,,,,
ilxtr:neuron-type-bolew-unbranched-14,complete,,,,,,,,
ilxtr:neuron-type-bolew-unbranched-15,complete,,,,,,,,
ilxtr:neuron-type-sdcol-o,complete,,,,,,,,
ilxtr:neuron-type-sdcol-p,complete,,,,,,,,
ilxtr:neuron-type-sdcol-q,complete,,,,,,,,
ilxtr:neuron-type-sdcol-q-prime,complete,,,,,,,,
ilxtr:sparc-nlp/mmset2cn/6,missing,"('UBERON:0003963', ())
('ILX:0793723', ())","('otic ganglion', ())
('Auriculotemporal nerve', ())","(('UBERON:0003963', ()), ('ILX:0793723', ()))
(('ILX:0793723', ()), ('UBERON:0001831', ()))","(('otic ganglion', ()), ('Auriculotemporal nerve', ()))
(('Auriculotemporal nerve', ()), ('parotid gland', ()))",,,,
ilxtr:sparc-nlp/mmset1/1,missing,"('UBERON:0022278', ())
('UBERON:0004917', ())","('nucleus of pudendal nerve', ())
('urethral sphincter', ())","(('UBERON:0011390', ()), ('UBERON:0022278', ()))
(('UBERON:0011390', ()), ('UBERON:0004917', ()))","(('pudendal nerve', ()), ('nucleus of pudendal nerve', ()))
(('pudendal nerve', ()), ('urethral sphincter', ()))",,,,
ilxtr:sparc-nlp/mmset4/7,missing,"('ILX:0793699', ())
('ILX:0793818', ())
('ILX:0793700', ())
('ILX:0793817', ())
('ILX:0793821', ())
('ILX:0793815', ())
('ILX:0793813', ())
('ILX:0793812', ())
('ILX:0793701', ())
('ILX:0793819', ())
('ILX:0793816', ())
('ILX:0793814', ())
('ILX:0793811', ())","('Intermediolateral nucleus of fourth thoracic segment', ())
('Intermediolateral nucleus of first lumbar segment', ())
('Intermediolateral nucleus of fifth thoracic segment', ())
('Intermediolateral nucleus of thirteenth thoracic segment', ())
('prevertebral sympathetic ganglion in abdominal aortic plexus', ())
('Intermediolateral nucleus of eleventh thoracic segment', ())
('Intermediolateral nucleus of ninth thoracic segment', ())
('Intermediolateral nucleus of eighth thoracic segment', ())
('Intermediolateral nucleus of sixth thoracic segment', ())
('Intermediolateral nucleus of second lumbar segment', ())
('Intermediolateral nucleus of twelfth thoracic segment', ())
('Intermediolateral nucleus of tenth thoracic segment', ())
('Intermediolateral nucleus of seventh thoracic segment', ())","(('UBERON:0018680', ()), ('ILX:0793812', ()))
(('UBERON:0018680', ()), ('ILX:0793818', ()))
(('UBERON:0018680', ()), ('ILX:0793701', ()))
(('UBERON:0018680', ()), ('ILX:0793817', ()))
(('UBERON:0018680', ()), ('ILX:0793811', ()))
(('UBERON:0018680', ()), ('ILX:0793819', ()))
(('ILX:0793821', ()), ('UBERON:0018681', ()))
(('UBERON:0018680', ()), ('ILX:0793816', ()))
(('UBERON:0018680', ()), ('ILX:0793699', ()))
(('UBERON:0018681', ()), ('ILX:0793813', ()))
(('UBERON:0018681', ()), ('ILX:0793815', ()))
(('UBERON:0018681', ()), ('ILX:0793818', ()))
(('UBERON:0018680', ()), ('ILX:0793700', ()))
(('UBERON:0018680', ()), ('ILX:0793821', ()))
(('UBERON:0018680', ()), ('ILX:0793814', ()))
(('UBERON:0018681', ()), ('ILX:0793812', ()))
(('UBERON:0018681', ()), ('ILX:0793817', ()))
(('UBERON:0018681', ()), ('ILX:0793701', ()))
(('UBERON:0018681', ()), ('ILX:0793699', ()))
(('UBERON:0018681', ()), ('ILX:0793811', ()))
(('UBERON:0018681', ()), ('ILX:0793819', ()))
(('UBERON:0018681', ()), ('ILX:0793816', ()))
(('UBERON:0018681', ()), ('ILX:0793700', ()))
(('UBERON:0018681', ()), ('ILX:0793814', ()))
(('UBERON:0018680', ()), ('ILX:0793813', ()))
(('UBERON:0018680', ()), ('ILX:0793815', ()))","(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of eighth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of first lumbar segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of thirteenth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of seventh thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of second lumbar segment', ()))
(('prevertebral sympathetic ganglion in abdominal aortic plexus', ()), ('lesser splanchnic nerve', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of twelfth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of fourth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of ninth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of eleventh thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of first lumbar segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('prevertebral sympathetic ganglion in abdominal aortic plexus', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of tenth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of eighth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of thirteenth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of fourth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of seventh thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of second lumbar segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of twelfth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of tenth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of ninth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of eleventh thoracic segment', ()))","('UBERON:0018680', ())
('UBERON:0018681', ())","('greater splanchnic nerve', ())
('lesser splanchnic nerve', ())",,
ilxtr:sparc-nlp/mmset2cn/9,missing,"('UBERON:0001826', ())
('UBERON:0003962', ())
('UBERON:0008810', ())","('nasal cavity mucosa', ())
('pterygopalatine ganglion', ())
('nasopalatine nerve', ())","(('UBERON:0008810', ()), ('UBERON:0001826', ()))
(('UBERON:0003962', ()), ('UBERON:0008810', ()))","(('nasopalatine nerve', ()), ('nasal cavity mucosa', ()))
(('pterygopalatine ganglion', ()), ('nasopalatine nerve', ()))",,,,
ilxtr:sparc-nlp/mmset1/5,missing,"('ILX:0793722', ())
('UBERON:0036216', ())
('UBERON:0003963', ())
('UBERON:0002872', ())","('Lesser petrosal nerve', ())
('tympanic nerve', ())
('otic ganglion', ())
('inferior salivatory nucleus', ())","(('UBERON:0036216', ()), ('ILX:0793722', ()))
(('UBERON:0001649', ()), ('UBERON:0036216', ()))
(('UBERON:0001649', ()), ('UBERON:0002872', ()))
(('ILX:0793722', ()), ('UBERON:0003963', ()))","(('tympanic nerve', ()), ('Lesser petrosal nerve', ()))
(('glossopharyngeal nerve', ()), ('tympanic nerve', ()))
(('glossopharyngeal nerve', ()), ('inferior salivatory nucleus', ()))
(('Lesser petrosal nerve', ()), ('otic ganglion', ()))","('UBERON:0001649', ())","('glossopharyngeal nerve', ())",,
ilxtr:sparc-nlp/mmset2cn/10,missing,"('UBERON:0001832', ())
('UBERON:0002059', ())
('ILX:0793739', ())","('sublingual gland', ())
('submandibular ganglion', ())
('Nerve fiber from submandibular ganglion to sublingual gland', ())","(('ILX:0793739', ()), ('UBERON:0001832', ()))
(('UBERON:0002059', ()), ('ILX:0793739', ()))","(('Nerve fiber from submandibular ganglion to sublingual gland', ()), ('sublingual gland', ()))
(('submandibular ganglion', ()), ('Nerve fiber from submandibular ganglion to sublingual gland', ()))",,,,
ilxtr:sparc-nlp/mmset2cn/5,missing,"('UBERON:0002058', ())
('UBERON:0022302', ())
('UBERON:0001607', ())","('main ciliary ganglion', ())
('short ciliary nerve', ())
('sphincter pupillae', ())","(('UBERON:0002058', ()), ('UBERON:0022302', ()))
(('UBERON:0022302', ()), ('UBERON:0001607', ()))","(('main ciliary ganglion', ()), ('short ciliary nerve', ()))
(('short ciliary nerve', ()), ('sphincter pupillae', ()))",,,,
ilxtr:neuron-type-pancr-2,missing,"('UBERON:0005479', ())
('UBERON:0000006', ())
('ILX:0793676', ())
('UBERON:0005734', ('UBERON:0001194',))
('ILX:0793178', ())
('UBERON:0002262', ())
('ILX:0793673', ())
('UBERON:0005734', ('UBERON:0001195',))
('UBERON:0005734', ('UBERON:0006637',))
('UBERON:0005734', ('UBERON:0001182',))
('UBERON:0005734', ('UBERON:0001193',))
('ILX:0793674', ())
('UBERON:0002384', ('UBERON:0001263',))","('superior mesenteric ganglion', ())
('islet of Langerhans', ())
('nerve plexus in adventitia of hepatic artery', ())
('tunica adventitia of blood vessel', ('splenic artery',))
('intrapancreatic ganglia', ())
('celiac ganglion', ())
('Nerve plexus in adventitia of splenic artery', ())
('tunica adventitia of blood vessel', ('inferior pancreaticoduodenal artery',))
('tunica adventitia of blood vessel', ('celiac trunk',))
('tunica adventitia of blood vessel', ('superior mesenteric artery',))
('tunica adventitia of blood vessel', ('hepatic artery',))
('nerve plexus in adventitia of inferior pancreaticoduodenal artery', ())
('connective tissue', ('pancreatic acinus',))","(('UBERON:0002262', ()), ('UBERON:0005734', ('UBERON:0001194',)))
(('UBERON:0005734', ('UBERON:0001194',)), ('UBERON:0005479', ()))
(('UBERON:0002262', ()), ('UBERON:0005734', ('UBERON:0006637',)))
(('UBERON:0002384', ('UBERON:0001263',)), ('ILX:0793178', ()))
(('UBERON:0005734', ('UBERON:0001194',)), ('ILX:0793673', ()))
(('UBERON:0005734', ('UBERON:0001182',)), ('UBERON:0005734', ('UBERON:0001195',)))
(('UBERON:0005734', ('UBERON:0006637',)), ('UBERON:0005479', ()))
(('UBERON:0002384', ('UBERON:0001263',)), ('UBERON:0005734', ('UBERON:0001194',)))
(('UBERON:0005734', ('UBERON:0001195',)), ('ILX:0793674', ()))
(('UBERON:0002262', ()), ('UBERON:0005734', ('UBERON:0001182',)))
(('UBERON:0005734', ('UBERON:0001195',)), ('UBERON:0002384', ('UBERON:0001263',)))
(('UBERON:0005734', ('UBERON:0006637',)), ('UBERON:0005734', ('UBERON:0001193',)))
(('UBERON:0005734', ('UBERON:0001182',)), ('UBERON:0005479', ()))
(('UBERON:0002384', ('UBERON:0001263',)), ('UBERON:0000006', ()))
(('UBERON:0002384', ('UBERON:0001263',)), ('UBERON:0005734', ('UBERON:0001193',)))
(('UBERON:0005734', ('UBERON:0001193',)), ('ILX:0793676', ()))","(('celiac ganglion', ()), ('tunica adventitia of blood vessel', ('splenic artery',)))
(('tunica adventitia of blood vessel', ('splenic artery',)), ('superior mesenteric ganglion', ()))
(('celiac ganglion', ()), ('tunica adventitia of blood vessel', ('celiac trunk',)))
(('connective tissue', ('pancreatic acinus',)), ('intrapancreatic ganglia', ()))
(('tunica adventitia of blood vessel', ('splenic artery',)), ('Nerve plexus in adventitia of splenic artery', ()))
(('tunica adventitia of blood vessel', ('superior mesenteric artery',)), ('tunica adventitia of blood vessel', ('inferior pancreaticoduodenal artery',)))
(('tunica adventitia of blood vessel', ('celiac trunk',)), ('superior mesenteric ganglion', ()))
(('connective tissue', ('pancreatic acinus',)), ('tunica adventitia of blood vessel', ('splenic artery',)))
(('tunica adventitia of blood vessel', ('inferior pancreaticoduodenal artery',)), ('nerve plexus in adventitia of inferior pancreaticoduodenal artery', ()))
(('celiac ganglion', ()), ('tunica adventitia of blood vessel', ('superior mesenteric artery',)))
(('tunica adventitia of blood vessel', ('inferior pancreaticoduodenal artery',)), ('connective tissue', ('pancreatic acinus',)))
(('tunica adventitia of blood vessel', ('celiac trunk',)), ('tunica adventitia of blood vessel', ('hepatic artery',)))
(('tunica adventitia of blood vessel', ('superior mesenteric artery',)), ('superior mesenteric ganglion', ()))
(('connective tissue', ('pancreatic acinus',)), ('islet of Langerhans', ()))
(('connective tissue', ('pancreatic acinus',)), ('tunica adventitia of blood vessel', ('hepatic artery',)))
(('tunica adventitia of blood vessel', ('hepatic artery',)), ('nerve plexus in adventitia of hepatic artery', ()))",,,,
ilxtr:neuron-type-pancr-3,missing,"('UBERON:0000006', ())
('UBERON:0002384', ('UBERON:0001263',))
('ILX:0793178', ())","('islet of Langerhans', ())
('connective tissue', ('pancreatic acinus',))
('intrapancreatic ganglia', ())","(('UBERON:0002384', ('UBERON:0001263',)), ('UBERON:0000006', ()))
(('ILX:0793178', ()), ('UBERON:0002384', ('UBERON:0001263',)))","(('connective tissue', ('pancreatic acinus',)), ('islet of Langerhans', ()))
(('intrapancreatic ganglia', ()), ('connective tissue', ('pancreatic acinus',)))",,,,
ilxtr:neuron-type-pancr-4,missing,"('ILX:0793613', ('UBERON:0001263',))
('UBERON:0002384', ('UBERON:0001263',))
('UBERON:0005769', ('UBERON:0001263',))
('ILX:0793178', ())","('Epithelium of pancreatic acinus', ('pancreatic acinus',))
('connective tissue', ('pancreatic acinus',))
('basement membrane of epithelium', ('pancreatic acinus',))
('intrapancreatic ganglia', ())","(('UBERON:0005769', ('UBERON:0001263',)), ('ILX:0793613', ('UBERON:0001263',)))
(('UBERON:0002384', ('UBERON:0001263',)), ('UBERON:0005769', ('UBERON:0001263',)))
(('ILX:0793178', ()), ('UBERON:0002384', ('UBERON:0001263',)))","(('basement membrane of epithelium', ('pancreatic acinus',)), ('Epithelium of pancreatic acinus', ('pancreatic acinus',)))
(('connective tissue', ('pancreatic acinus',)), ('basement membrane of epithelium', ('pancreatic acinus',)))
(('intrapancreatic ganglia', ()), ('connective tissue', ('pancreatic acinus',)))",,,,
ilxtr:sparc-nlp/mmset1/14,missing,,,"(('UBERON:0001759', ()), ('UBERON:0005363', ()))
(('UBERON:0001759', ()), ('UBERON:0002370', ()))","(('vagus nerve', ()), ('inferior vagus X ganglion', ()))
(('vagus nerve', ()), ('thymus', ()))","('UBERON:0001759', ())","('vagus nerve', ())",,
ilxtr:sparc-nlp/mmset1/13,missing,"('UBERON:0002262', ())
('ILX:0793714', ())
('ILX:0793735', ())","('celiac ganglion', ())
('Mesenteric nerve', ())
('Myenteric ganglion of small intestine', ())","(('ILX:0793714', ()), ('UBERON:0002262', ()))
(('ILX:0793714', ()), ('ILX:0793735', ()))","(('Mesenteric nerve', ()), ('celiac ganglion', ()))
(('Mesenteric nerve', ()), ('Myenteric ganglion of small intestine', ()))",,,,
ilxtr:sparc-nlp/mmset1/12,missing,"('ILX:0739303', ())
('UBERON:0002441', ())
('ILX:0739304', ())
('ILX:0790497', ())
('ILX:0738444', ())","('gray communicating ramus of second thoracic nerve', ())
('cervicothoracic ganglion', ())
('gray communicating ramus of third thoracic nerve', ())
('Gray communicating ramus of cervicothoracic ganglion to first thoracic spinal nerve', ())
('interscapular brown adipose tissue', ())","(('ILX:0788945', ()), ('ILX:0786228', ()))
(('ILX:0788945', ()), ('ILX:0786722', ()))
(('ILX:0739304', ()), ('ILX:0786141', ()))
(('ILX:0739303', ()), ('ILX:0786141', ()))
(('ILX:0739304', ()), ('ILX:0786272', ()))
(('ILX:0739303', ()), ('ILX:0786272', ()))
(('ILX:0739303', ()), ('ILX:0786228', ()))
(('UBERON:0001780', ()), ('ILX:0786141', ()))
(('UBERON:0001780', ()), ('UBERON:0002441', ()))
(('UBERON:0001780', ()), ('ILX:0786272', ()))
(('ILX:0739304', ()), ('ILX:0786228', ()))
(('UBERON:0001780', ()), ('ILX:0786228', ()))
(('ILX:0739303', ()), ('ILX:0786722', ()))
(('ILX:0739304', ()), ('ILX:0786722', ()))
(('UBERON:0002441', ()), ('ILX:0739304', ()))
(('ILX:0790497', ()), ('ILX:0739304', ()))
(('UBERON:0002441', ()), ('ILX:0739303', ()))
(('ILX:0790497', ()), ('ILX:0739303', ()))
(('ILX:0790497', ()), ('ILX:0738444', ()))
(('UBERON:0001780', ()), ('ILX:0786722', ()))
(('UBERON:0002441', ()), ('ILX:0784439', ()))
(('ILX:0784439', ()), ('ILX:0786141', ()))
(('ILX:0790497', ()), ('ILX:0784439', ()))
(('UBERON:0001780', ()), ('ILX:0790497', ()))
(('ILX:0784439', ()), ('ILX:0786272', ()))
(('ILX:0788945', ()), ('ILX:0786141', ()))
(('ILX:0788945', ()), ('ILX:0786272', ()))
(('ILX:0784439', ()), ('ILX:0786228', ()))
(('ILX:0784439', ()), ('ILX:0786722', ()))
(('UBERON:0002441', ()), ('ILX:0788945', ()))
(('ILX:0790497', ()), ('ILX:0788945', ()))","(('gray communicating ramus of the fourth thoracic nerve', ()), ('Second thoracic ganglion', ()))
(('gray communicating ramus of the fourth thoracic nerve', ()), ('Third thoracic ganglion', ()))
(('gray communicating ramus of third thoracic nerve', ()), ('Fifth thoracic ganglion', ()))
(('gray communicating ramus of second thoracic nerve', ()), ('Fifth thoracic ganglion', ()))
(('gray communicating ramus of third thoracic nerve', ()), ('Fourth thoracic ganglion', ()))
(('gray communicating ramus of second thoracic nerve', ()), ('Fourth thoracic ganglion', ()))
(('gray communicating ramus of second thoracic nerve', ()), ('Second thoracic ganglion', ()))
(('spinal nerve', ()), ('Fifth thoracic ganglion', ()))
(('spinal nerve', ()), ('cervicothoracic ganglion', ()))
(('spinal nerve', ()), ('Fourth thoracic ganglion', ()))
(('gray communicating ramus of third thoracic nerve', ()), ('Second thoracic ganglion', ()))
(('spinal nerve', ()), ('Second thoracic ganglion', ()))
(('gray communicating ramus of second thoracic nerve', ()), ('Third thoracic ganglion', ()))
(('gray communicating ramus of third thoracic nerve', ()), ('Third thoracic ganglion', ()))
(('cervicothoracic ganglion', ()), ('gray communicating ramus of third thoracic nerve', ()))
(('Gray communicating ramus of cervicothoracic ganglion to first thoracic spinal nerve', ()), ('gray communicating ramus of third thoracic nerve', ()))
(('cervicothoracic ganglion', ()), ('gray communicating ramus of second thoracic nerve', ()))
(('Gray communicating ramus of cervicothoracic ganglion to first thoracic spinal nerve', ()), ('gray communicating ramus of second thoracic nerve', ()))
(('Gray communicating ramus of cervicothoracic ganglion to first thoracic spinal nerve', ()), ('interscapular brown adipose tissue', ()))
(('spinal nerve', ()), ('Third thoracic ganglion', ()))
(('cervicothoracic ganglion', ()), ('gray communicating ramus of the fifth thoracic nerve', ()))
(('gray communicating ramus of the fifth thoracic nerve', ()), ('Fifth thoracic ganglion', ()))
(('Gray communicating ramus of cervicothoracic ganglion to first thoracic spinal nerve', ()), ('gray communicating ramus of the fifth thoracic nerve', ()))
(('spinal nerve', ()), ('Gray communicating ramus of cervicothoracic ganglion to first thoracic spinal nerve', ()))
(('gray communicating ramus of the fifth thoracic nerve', ()), ('Fourth thoracic ganglion', ()))
(('gray communicating ramus of the fourth thoracic nerve', ()), ('Fifth thoracic ganglion', ()))
(('gray communicating ramus of the fourth thoracic nerve', ()), ('Fourth thoracic ganglion', ()))
(('gray communicating ramus of the fifth thoracic nerve', ()), ('Second thoracic ganglion', ()))
(('gray communicating ramus of the fifth thoracic nerve', ()), ('Third thoracic ganglion', ()))
(('cervicothoracic ganglion', ()), ('gray communicating ramus of the fourth thoracic nerve', ()))
(('Gray communicating ramus of cervicothoracic ganglion to first thoracic spinal nerve', ()), ('gray communicating ramus of the fourth thoracic nerve', ()))",,,,
ilxtr:sparc-nlp/mmset2cn/11,missing,"('UBERON:0001736', ())
('UBERON:0002059', ())
('ILX:0793737', ())","('submandibular gland', ())
('submandibular ganglion', ())
('Nerve fiber from submandibular ganglion to submandibular gland', ())","(('ILX:0793737', ()), ('UBERON:0001736', ()))
(('UBERON:0002059', ()), ('ILX:0793737', ()))","(('Nerve fiber from submandibular ganglion to submandibular gland', ()), ('submandibular gland', ()))
(('submandibular ganglion', ()), ('Nerve fiber from submandibular ganglion to submandibular gland', ()))",,,,
ilxtr:sparc-nlp/mmset2cn/12,missing,"('ILX:0793738', ())
('UBERON:0003729', ())
('UBERON:0002059', ())","('Nerve fiber from submandibular ganglion to mouth mucosa', ())
('mouth mucosa', ())
('submandibular ganglion', ())","(('ILX:0793738', ()), ('UBERON:0003729', ()))
(('UBERON:0002059', ()), ('ILX:0793738', ()))","(('Nerve fiber from submandibular ganglion to mouth mucosa', ()), ('mouth mucosa', ()))
(('submandibular ganglion', ()), ('Nerve fiber from submandibular ganglion to mouth mucosa', ()))",,,,
ilxtr:sparc-nlp/mmset2cn/7,missing,"('UBERON:0001817', ())
('ILX:0793711', ())
('UBERON:0003962', ())
('UBERON:0011096', ())","('lacrimal gland', ())
('Communicating branch of zygomatic nerve', ())
('pterygopalatine ganglion', ())
('lacrimal nerve', ())","(('UBERON:0003962', ()), ('ILX:0793711', ()))
(('UBERON:0011096', ()), ('UBERON:0001817', ()))
(('ILX:0793711', ()), ('UBERON:0011096', ()))","(('pterygopalatine ganglion', ()), ('Communicating branch of zygomatic nerve', ()))
(('lacrimal nerve', ()), ('lacrimal gland', ()))
(('Communicating branch of zygomatic nerve', ()), ('lacrimal nerve', ()))",,,,
ilxtr:sparc-nlp/mmset4/3b,missing,"('ILX:0793807', ())
('ILX:0793834', ())
('ILX:0793823', ())
('UBERON:0011183', ())","('Penile cavernous nerve', ())
('accessory pelvic ganglion', ())
('major pelvic ganglion', ())
('corpus spongiosum of penis', ())","(('ILX:0793807', ()), ('ILX:0793834', ()))
(('ILX:0793807', ()), ('ILX:0793823', ()))
(('ILX:0793807', ()), ('UBERON:0011183', ()))","(('Penile cavernous nerve', ()), ('accessory pelvic ganglion', ()))
(('Penile cavernous nerve', ()), ('major pelvic ganglion', ()))
(('Penile cavernous nerve', ()), ('corpus spongiosum of penis', ()))",,,,
